
~2025-05-21 17:40:04 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 19:53:38 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 19:53:38 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 19:53:38 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 19:53:38 - [OK] Auditoria concluida.
2025-05-21 19:53:40 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 19:53:40 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 19:53:40 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 19:53:40 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 19:53:40 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 19:53:40 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 19:53:40 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 19:53:40 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 19:53:40 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 19:53:41 - [OK] Auditado: secretaria_virtual.exe - Hash: 371D8C32...
2025-05-21 19:53:41 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 19:53:41 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 19:53:41 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 19:53:41 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: A5DBBF76...
2025-05-21 19:53:41 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 19:53:41 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 19:53:41 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 19:53:41 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 19:53:41 - [OK] Auditado: relatorio_auditoria.json - Hash: 01F8D88C...
2025-05-21 19:53:41 - [OK] Auditado: relatorio_auditoria.txt - Hash: 6664C4E4...
2025-05-21 19:53:41 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 19:53:41 - [OK] Auditado: auditoria_log.txt - Hash: 5541CECC...
2025-05-21 19:53:41 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 19:53:41 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 19:53:41 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 19:53:41 - [OK] Auditoria concluida.
2025-05-21 20:00:03 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:00:03 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:00:03 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:00:03 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:00:03 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:00:03 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:00:03 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:00:03 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:00:03 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:00:03 - [OK] Auditado: secretaria_virtual.exe - Hash: 1F5C5C80...
2025-05-21 20:00:03 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:00:03 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:00:03 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:00:03 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: A5DBBF76...
2025-05-21 20:00:03 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:00:03 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:00:03 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:00:03 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:00:03 - [OK] Auditado: relatorio_auditoria.json - Hash: FA35D955...
2025-05-21 20:00:03 - [OK] Auditado: relatorio_auditoria.txt - Hash: 281BB0B1...
2025-05-21 20:00:03 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:00:03 - [OK] Auditado: auditoria_log.txt - Hash: 4FB1B37F...
2025-05-21 20:00:03 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:00:03 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:00:03 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:00:03 - [OK] Auditoria concluida.
2025-05-21 20:13:28 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:13:28 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:13:28 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:13:28 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:13:28 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:13:28 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:13:28 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:13:28 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:13:28 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:13:28 - [OK] Auditado: secretaria_virtual.exe - Hash: 1F5C5C80...
2025-05-21 20:13:28 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:13:28 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:13:28 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:13:28 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: A5DBBF76...
2025-05-21 20:13:28 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:13:28 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:13:28 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:13:28 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:13:28 - [OK] Auditado: relatorio_auditoria.json - Hash: AABEBA68...
2025-05-21 20:13:28 - [OK] Auditado: relatorio_auditoria.txt - Hash: 49807707...
2025-05-21 20:13:28 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:13:28 - [OK] Auditado: auditoria_log.txt - Hash: A4F00C34...
2025-05-21 20:13:29 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:13:29 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:13:29 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:13:29 - [OK] Auditoria concluida.
2025-05-21 20:13:30 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:13:31 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:13:31 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:13:31 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:13:31 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:13:31 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:13:31 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:13:31 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:13:31 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:13:31 - [OK] Auditado: secretaria_virtual.exe - Hash: 1F5C5C80...
2025-05-21 20:13:31 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:13:31 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:13:31 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:13:31 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: A5DBBF76...
2025-05-21 20:13:31 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:13:31 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:13:31 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:13:31 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:13:31 - [OK] Auditado: relatorio_auditoria.json - Hash: B1F24153...
2025-05-21 20:13:31 - [OK] Auditado: relatorio_auditoria.txt - Hash: 243A6632...
2025-05-21 20:13:31 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:13:31 - [OK] Auditado: auditoria_log.txt - Hash: B4EFEC9D...
2025-05-21 20:13:31 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:13:31 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:13:31 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:13:31 - [OK] Auditoria concluida.
2025-05-21 20:14:23 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:14:23 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:14:23 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:14:23 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:14:23 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:14:23 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:14:23 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:14:23 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:14:23 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:14:23 - [OK] Auditado: secretaria_virtual.exe - Hash: 80BC6F00...
2025-05-21 20:14:23 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:14:23 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:14:23 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:14:23 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: 7AC54D95...
2025-05-21 20:14:23 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:14:23 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:14:23 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:14:23 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:14:23 - [OK] Auditado: relatorio_auditoria.json - Hash: CA033D57...
2025-05-21 20:14:23 - [OK] Auditado: relatorio_auditoria.txt - Hash: BADA84CF...
2025-05-21 20:14:23 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:14:23 - [OK] Auditado: auditoria_log.txt - Hash: 101B530E...
2025-05-21 20:14:23 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:14:23 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:14:23 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:14:23 - [OK] Auditoria concluida.
2025-05-21 20:14:29 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:14:30 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:14:30 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:14:30 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:14:30 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:14:30 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:14:30 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:14:30 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:14:30 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:14:30 - [OK] Auditado: secretaria_virtual.exe - Hash: 80BC6F00...
2025-05-21 20:14:30 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:14:30 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:14:30 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:14:30 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: 7AC54D95...
2025-05-21 20:14:30 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:14:30 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:14:30 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:14:30 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:14:30 - [OK] Auditado: relatorio_auditoria.json - Hash: E710E897...
2025-05-21 20:14:30 - [OK] Auditado: relatorio_auditoria.txt - Hash: A7C3D249...
2025-05-21 20:14:30 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:14:30 - [OK] Auditado: auditoria_log.txt - Hash: E75A4F80...
2025-05-21 20:14:30 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:18:52 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:18:52 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:18:52 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:18:52 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:18:52 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:18:52 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:18:52 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:18:52 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:18:52 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:18:52 - [OK] Auditado: secretaria_virtual.exe - Hash: 80BC6F00...
2025-05-21 20:18:52 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:18:52 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:18:52 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:18:52 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: 7AC54D95...
2025-05-21 20:18:52 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:18:52 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:18:52 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:18:52 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:18:52 - [OK] Auditado: relatorio_auditoria.json - Hash: 1F3A0B98...
2025-05-21 20:18:52 - [OK] Auditado: relatorio_auditoria.txt - Hash: 3293B819...
2025-05-21 20:18:52 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:18:52 - [OK] Auditado: auditoria_log.txt - Hash: 317AC884...
2025-05-21 20:18:52 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:18:52 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:18:52 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:18:52 - [OK] Auditoria concluida.
2025-05-21 20:18:54 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:18:54 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:18:54 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:18:54 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:18:54 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:18:54 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:18:54 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:18:54 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:18:54 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:18:54 - [OK] Auditado: secretaria_virtual.exe - Hash: 80BC6F00...
2025-05-21 20:18:54 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:18:54 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:18:54 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:18:54 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: 7AC54D95...
2025-05-21 20:18:54 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:18:54 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:18:54 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:18:54 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:18:54 - [OK] Auditado: relatorio_auditoria.json - Hash: 688837FD...
2025-05-21 20:18:54 - [OK] Auditado: relatorio_auditoria.txt - Hash: FCF28636...
2025-05-21 20:18:54 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:18:54 - [OK] Auditado: auditoria_log.txt - Hash: 1BF3DB53...
2025-05-21 20:18:54 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:18:54 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:18:54 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:18:54 - [OK] Auditoria concluida.
2025-05-21 20:18:57 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:18:57 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:18:57 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:18:57 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:18:57 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:18:57 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:18:57 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:18:57 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:18:57 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:18:57 - [OK] Auditado: secretaria_virtual.exe - Hash: 80BC6F00...
2025-05-21 20:18:58 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:18:58 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:18:58 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:18:58 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: 7AC54D95...
2025-05-21 20:18:58 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:24:57 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:24:57 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:24:57 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:24:57 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:24:57 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:24:57 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:24:57 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:24:57 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:24:57 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:24:57 - [OK] Auditado: secretaria_virtual.exe - Hash: F184AA15...
2025-05-21 20:24:57 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:24:57 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:24:58 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:24:58 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: E3EB0CE9...
2025-05-21 20:24:58 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:24:58 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:24:58 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:24:58 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:24:58 - [OK] Auditado: relatorio_auditoria.json - Hash: 54B4B3DF...
2025-05-21 20:24:58 - [OK] Auditado: relatorio_auditoria.txt - Hash: FCF50A4B...
2025-05-21 20:24:58 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:24:58 - [OK] Auditado: auditoria_log.txt - Hash: 9A7F10A2...
2025-05-21 20:24:58 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:24:58 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:24:58 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:24:58 - [OK] Auditoria concluida.
2025-05-21 20:25:04 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:25:04 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:25:04 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:25:04 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:25:04 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:25:04 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:25:04 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:25:04 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:25:04 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:25:04 - [OK] Auditado: secretaria_virtual.exe - Hash: F184AA15...
2025-05-21 20:25:04 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:25:04 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:25:04 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:25:04 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:25:04 - [OK] Auditoria concluida.
2025-05-21 20:36:38 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:36:38 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:36:38 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:36:38 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:36:38 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:36:38 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:36:38 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:36:38 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:36:38 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:36:38 - [OK] Auditado: secretaria_virtual.exe - Hash: 59DC773C...
2025-05-21 20:36:38 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:36:38 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:36:38 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:36:38 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: 14787A48...
2025-05-21 20:36:38 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:36:38 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:36:38 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:36:38 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:36:38 - [OK] Auditado: relatorio_auditoria.json - Hash: AA16377E...
2025-05-21 20:36:38 - [OK] Auditado: relatorio_auditoria.txt - Hash: 99F48B58...
2025-05-21 20:36:38 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:36:38 - [OK] Auditado: auditoria_log.txt - Hash: A4259711...
2025-05-21 20:36:38 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:36:38 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:36:38 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:36:39 - [OK] Auditoria concluida.
2025-05-21 20:36:48 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:36:48 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:36:48 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:36:48 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:36:48 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:36:48 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:36:48 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:36:48 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:36:48 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:36:48 - [OK] Auditado: secretaria_virtual.exe - Hash: 59DC773C...
2025-05-21 20:36:48 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:36:48 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:36:48 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:36:48 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: 14787A48...
2025-05-21 20:36:48 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:36:49 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:36:49 - [OK] Auditado: pacientes.json - Hash: A59C606E...
